incident_id,timestamp,title,service,severity,category,symptoms,error_message,root_cause,resolution,recovery_time_minutes,status,engineer_notes,preventive_action,tags
INC-1127,2026-04-08 14:00,Disk Full,File Service,Critical,Storage,Write failure,No space left,Logs filled disk,Rotate logs,13,Resolved,Verified recovery for File Service.,Add monitoring and alerts,"storage,file_service"
INC-1128,2026-05-26 19:00,NTP Time Drift,Service Registry,Low,Infrastructure,Token validation issue,clock skew,NTP stopped,Restart NTP,23,Resolved,Verified recovery for Service Registry.,Add monitoring and alerts,"infrastructure,service_registry"
INC-1129,2026-03-09 21:00,Packet Loss,Load Balancer,Low,Network,Intermittent connectivity,packet loss,Faulty switch,Replace switch,9,Resolved,Verified recovery for Load Balancer.,Add monitoring and alerts,"network,load_balancer"
INC-1130,2026-01-20 05:00,CrashLoopBackOff,Docker,Low,Deployment,Pods restarting,CrashLoopBackOff,Bad deployment,Rollback release,17,Resolved,Verified recovery for Docker.,Add monitoring and alerts,"deployment,docker"
INC-1131,2026-01-09 07:00,Queue Overflow,RabbitMQ,High,Messaging,Queue delay,queue full,Producer burst,Increase consumers,26,Resolved,Verified recovery for RabbitMQ.,Add monitoring and alerts,"messaging,rabbitmq"
INC-1132,2026-01-19 21:00,Permission Error,IAM,Medium,Authentication,403 responses,access denied,Incorrect role mapping,Update RBAC,12,Resolved,Verified recovery for IAM.,Add monitoring and alerts,"authentication,iam"
INC-1133,2026-01-30 17:00,Service Discovery Failure,Service Registry,Medium,Infrastructure,Services not found,registry timeout,Registry overload,Restart registry,24,Resolved,Verified recovery for Service Registry.,Add monitoring and alerts,"infrastructure,service_registry"
INC-1134,2026-01-19 01:00,Cache Stampede,Redis,Medium,Cache,Latency spike,cache miss storm,Hot key expiration,Enable locking,29,Resolved,Verified recovery for Redis.,Add monitoring and alerts,"cache,redis"
INC-1135,2026-05-26 09:00,Permission Error,SSO,Critical,Authentication,403 responses,access denied,Incorrect role mapping,Update RBAC,7,Resolved,Verified recovery for SSO.,Add monitoring and alerts,"authentication,sso"
INC-1136,2026-04-14 08:00,Queue Overflow,Event Bus,Critical,Messaging,Queue delay,queue full,Producer burst,Increase consumers,18,Resolved,Verified recovery for Event Bus.,Add monitoring and alerts,"messaging,event_bus"
INC-1137,2026-07-08 10:00,DNS Resolution Failure,DNS,High,Network,Service unreachable,NXDOMAIN,DNS misconfiguration,Fix DNS records,4,Resolved,Verified recovery for DNS.,Add monitoring and alerts,"network,dns"
INC-1138,2026-07-15 21:00,Packet Loss,API Gateway,High,Network,Intermittent connectivity,packet loss,Faulty switch,Replace switch,22,Resolved,Verified recovery for API Gateway.,Add monitoring and alerts,"network,api_gateway"
INC-1139,2026-05-13 20:00,Database Deadlock,User Service,Critical,Database,Transactions stuck,deadlock detected,Conflicting transactions,Kill session; optimize queries,12,Resolved,Verified recovery for User Service.,Add monitoring and alerts,"database,user_service"
INC-1140,2026-06-12 15:00,Cache Sync Failure,Redis Cluster,Low,Cache,Stale cache,replication failed,Replica disconnected,Reconnect replica,19,Resolved,Verified recovery for Redis Cluster.,Add monitoring and alerts,"cache,redis_cluster"
INC-1141,2026-03-24 21:00,TLS Handshake Failure,Nginx,Low,SSL,Secure connection failed,TLS handshake error,Cipher mismatch,Update TLS config,9,Resolved,Verified recovery for Nginx.,Add monitoring and alerts,"ssl,nginx"
INC-1142,2026-05-07 09:00,TLS Handshake Failure,Ingress,Critical,SSL,Secure connection failed,TLS handshake error,Cipher mismatch,Update TLS config,30,Resolved,Verified recovery for Ingress.,Add monitoring and alerts,"ssl,ingress"
INC-1143,2026-01-23 10:00,High CPU Usage,Search Service,High,Performance,Slow responses,CPU above 95%,Infinite loop,Deploy hotfix,14,Resolved,Verified recovery for Search Service.,Add monitoring and alerts,"performance,search_service"
INC-1144,2026-06-18 17:00,Load Balancer Failure,API Gateway,Critical,Network,Health checks failing,backend unhealthy,Application crash,Restart instances,17,Resolved,Verified recovery for API Gateway.,Add monitoring and alerts,"network,api_gateway"
INC-1145,2026-06-09 15:00,Database Deadlock,Order Service,Critical,Database,Transactions stuck,deadlock detected,Conflicting transactions,Kill session; optimize queries,28,Resolved,Verified recovery for Order Service.,Add monitoring and alerts,"database,order_service"
INC-1146,2026-05-21 04:00,Database Deadlock,Order Service,High,Database,Transactions stuck,deadlock detected,Conflicting transactions,Kill session; optimize queries,18,Resolved,Verified recovery for Order Service.,Add monitoring and alerts,"database,order_service"
INC-1147,2026-06-11 19:00,Kafka Consumer Lag,Kafka,Medium,Messaging,Delayed processing,consumer lag,Insufficient consumers,Scale consumers,26,Resolved,Verified recovery for Kafka.,Add monitoring and alerts,"messaging,kafka"
INC-1148,2026-01-04 17:00,Cache Stampede,Session Cache,Critical,Cache,Latency spike,cache miss storm,Hot key expiration,Enable locking,6,Resolved,Verified recovery for Session Cache.,Add monitoring and alerts,"cache,session_cache"
INC-1149,2026-01-31 20:00,CrashLoopBackOff,CI/CD,Medium,Deployment,Pods restarting,CrashLoopBackOff,Bad deployment,Rollback release,19,Resolved,Verified recovery for CI/CD.,Add monitoring and alerts,"deployment,ci/cd"
INC-1150,2026-03-11 13:00,Permission Error,SSO,Critical,Authentication,403 responses,access denied,Incorrect role mapping,Update RBAC,19,Resolved,Verified recovery for SSO.,Add monitoring and alerts,"authentication,sso"
INC-1151,2026-02-07 12:00,Image Pull Error,Docker,Medium,Deployment,Pods pending,ImagePullBackOff,Registry unavailable,Fix image tag,23,Resolved,Verified recovery for Docker.,Add monitoring and alerts,"deployment,docker"
INC-1152,2026-03-12 13:00,High CPU Usage,Payment API,High,Performance,Slow responses,CPU above 95%,Infinite loop,Deploy hotfix,29,Resolved,Verified recovery for Payment API.,Add monitoring and alerts,"performance,payment_api"
INC-1153,2026-03-14 23:00,Memory Leak,Payment API,High,Performance,Gradual slowdown,Out of memory,Memory leak,Restart service,30,Resolved,Verified recovery for Payment API.,Add monitoring and alerts,"performance,payment_api"
INC-1154,2026-04-25 17:00,NTP Time Drift,Monitoring,Critical,Infrastructure,Token validation issue,clock skew,NTP stopped,Restart NTP,15,Resolved,Verified recovery for Monitoring.,Add monitoring and alerts,"infrastructure,monitoring"
INC-1155,2026-03-24 06:00,TLS Handshake Failure,Nginx,Medium,SSL,Secure connection failed,TLS handshake error,Cipher mismatch,Update TLS config,22,Resolved,Verified recovery for Nginx.,Add monitoring and alerts,"ssl,nginx"
INC-1156,2026-01-12 10:00,Disk Full,Object Storage,Critical,Storage,Write failure,No space left,Logs filled disk,Rotate logs,26,Resolved,Verified recovery for Object Storage.,Add monitoring and alerts,"storage,object_storage"
INC-1157,2026-07-22 20:00,Storage Mount Failure,File Service,Medium,Storage,Volume unavailable,mount failed,Filesystem corruption,Remount volume,19,Resolved,Verified recovery for File Service.,Add monitoring and alerts,"storage,file_service"
INC-1158,2026-01-26 14:00,Database Deadlock,Order Service,Low,Database,Transactions stuck,deadlock detected,Conflicting transactions,Kill session; optimize queries,20,Resolved,Verified recovery for Order Service.,Add monitoring and alerts,"database,order_service"
INC-1159,2026-02-06 13:00,Kafka Consumer Lag,Event Bus,Medium,Messaging,Delayed processing,consumer lag,Insufficient consumers,Scale consumers,6,Resolved,Verified recovery for Event Bus.,Add monitoring and alerts,"messaging,event_bus"
INC-1160,2026-06-09 22:00,Queue Overflow,RabbitMQ,Critical,Messaging,Queue delay,queue full,Producer burst,Increase consumers,24,Resolved,Verified recovery for RabbitMQ.,Add monitoring and alerts,"messaging,rabbitmq"
INC-1161,2026-03-23 20:00,Gateway 502,DNS,Critical,Network,502 Bad Gateway,upstream unavailable,Backend unavailable,Restart backend,21,Resolved,Verified recovery for DNS.,Add monitoring and alerts,"network,dns"
INC-1162,2026-06-11 21:00,Connection Pool Exhaustion,Inventory API,High,Database,HTTP 500; DB timeout,remaining connection slots are reserved,Connection pool exhausted,Restart workers; increase pool size,11,Resolved,Verified recovery for Inventory API.,Add monitoring and alerts,"database,inventory_api"
INC-1163,2026-07-14 20:00,Load Balancer Failure,API Gateway,Low,Network,Health checks failing,backend unhealthy,Application crash,Restart instances,18,Resolved,Verified recovery for API Gateway.,Add monitoring and alerts,"network,api_gateway"
INC-1164,2026-01-08 01:00,Cache Sync Failure,Redis Cluster,High,Cache,Stale cache,replication failed,Replica disconnected,Reconnect replica,29,Resolved,Verified recovery for Redis Cluster.,Add monitoring and alerts,"cache,redis_cluster"
INC-1165,2026-04-06 13:00,Slow Queries,Order Service,Medium,Database,High latency,query timeout,Missing indexes,Create indexes; optimize queries,11,Resolved,Verified recovery for Order Service.,Add monitoring and alerts,"database,order_service"
INC-1166,2026-06-24 05:00,Memory Leak,Analytics API,Medium,Performance,Gradual slowdown,Out of memory,Memory leak,Restart service,9,Resolved,Verified recovery for Analytics API.,Add monitoring and alerts,"performance,analytics_api"
INC-1167,2026-05-08 18:00,Load Balancer Failure,Load Balancer,Medium,Network,Health checks failing,backend unhealthy,Application crash,Restart instances,11,Resolved,Verified recovery for Load Balancer.,Add monitoring and alerts,"network,load_balancer"
INC-1168,2026-03-07 21:00,Queue Overflow,RabbitMQ,Low,Messaging,Queue delay,queue full,Producer burst,Increase consumers,29,Resolved,Verified recovery for RabbitMQ.,Add monitoring and alerts,"messaging,rabbitmq"
INC-1169,2026-05-20 05:00,Queue Overflow,Event Bus,Low,Messaging,Queue delay,queue full,Producer burst,Increase consumers,18,Resolved,Verified recovery for Event Bus.,Add monitoring and alerts,"messaging,event_bus"
INC-1170,2026-04-19 22:00,TLS Handshake Failure,Ingress,High,SSL,Secure connection failed,TLS handshake error,Cipher mismatch,Update TLS config,18,Resolved,Verified recovery for Ingress.,Add monitoring and alerts,"ssl,ingress"
INC-1171,2026-05-04 03:00,Authentication Failure,IAM,Medium,Authentication,Login failed,invalid token,Expired signing key,Rotate keys,16,Resolved,Verified recovery for IAM.,Add monitoring and alerts,"authentication,iam"
INC-1172,2026-03-17 22:00,NTP Time Drift,Config Server,High,Infrastructure,Token validation issue,clock skew,NTP stopped,Restart NTP,4,Resolved,Verified recovery for Config Server.,Add monitoring and alerts,"infrastructure,config_server"
INC-1173,2026-05-25 21:00,Storage Mount Failure,Storage,Low,Storage,Volume unavailable,mount failed,Filesystem corruption,Remount volume,23,Resolved,Verified recovery for Storage.,Add monitoring and alerts,"storage,storage"
INC-1174,2026-06-05 11:00,Queue Overflow,Kafka,Medium,Messaging,Queue delay,queue full,Producer burst,Increase consumers,24,Resolved,Verified recovery for Kafka.,Add monitoring and alerts,"messaging,kafka"
INC-1175,2026-06-23 23:00,Deployment Rollout Failure,CI/CD,Medium,Deployment,New version unavailable,readiness probe failed,Faulty image,Rollback deployment,24,Resolved,Verified recovery for CI/CD.,Add monitoring and alerts,"deployment,ci/cd"
INC-1176,2026-07-21 14:00,DNS Resolution Failure,Core Network,Low,Network,Service unreachable,NXDOMAIN,DNS misconfiguration,Fix DNS records,22,Resolved,Verified recovery for Core Network.,Add monitoring and alerts,"network,core_network"
INC-1177,2026-03-17 10:00,SSL Certificate Expired,Web Gateway,Critical,SSL,HTTPS unavailable,certificate expired,Missed renewal,Renew certificate,9,Resolved,Verified recovery for Web Gateway.,Add monitoring and alerts,"ssl,web_gateway"
INC-1178,2026-04-04 16:00,CrashLoopBackOff,Docker,High,Deployment,Pods restarting,CrashLoopBackOff,Bad deployment,Rollback release,30,Resolved,Verified recovery for Docker.,Add monitoring and alerts,"deployment,docker"
INC-1179,2026-07-26 09:00,Cache Stampede,Redis Cluster,High,Cache,Latency spike,cache miss storm,Hot key expiration,Enable locking,29,Resolved,Verified recovery for Redis Cluster.,Add monitoring and alerts,"cache,redis_cluster"
INC-1180,2026-02-06 07:00,Load Balancer Failure,API Gateway,Critical,Network,Health checks failing,backend unhealthy,Application crash,Restart instances,29,Resolved,Verified recovery for API Gateway.,Add monitoring and alerts,"network,api_gateway"
INC-1181,2026-07-22 12:00,Memory Leak,Payment API,Low,Performance,Gradual slowdown,Out of memory,Memory leak,Restart service,12,Resolved,Verified recovery for Payment API.,Add monitoring and alerts,"performance,payment_api"
INC-1182,2026-04-05 21:00,High CPU Usage,Search Service,High,Performance,Slow responses,CPU above 95%,Infinite loop,Deploy hotfix,22,Resolved,Verified recovery for Search Service.,Add monitoring and alerts,"performance,search_service"
INC-1183,2026-06-22 07:00,Storage Mount Failure,Storage,Critical,Storage,Volume unavailable,mount failed,Filesystem corruption,Remount volume,4,Resolved,Verified recovery for Storage.,Add monitoring and alerts,"storage,storage"
INC-1184,2026-02-26 20:00,NTP Time Drift,Config Server,Low,Infrastructure,Token validation issue,clock skew,NTP stopped,Restart NTP,24,Resolved,Verified recovery for Config Server.,Add monitoring and alerts,"infrastructure,config_server"
INC-1185,2026-04-15 03:00,Queue Overflow,Event Bus,Medium,Messaging,Queue delay,queue full,Producer burst,Increase consumers,5,Resolved,Verified recovery for Event Bus.,Add monitoring and alerts,"messaging,event_bus"
INC-1186,2026-01-30 03:00,Slow Queries,User Service,Medium,Database,High latency,query timeout,Missing indexes,Create indexes; optimize queries,21,Resolved,Verified recovery for User Service.,Add monitoring and alerts,"database,user_service"
INC-1187,2026-04-05 21:00,Cache Stampede,Redis Cluster,Critical,Cache,Latency spike,cache miss storm,Hot key expiration,Enable locking,22,Resolved,Verified recovery for Redis Cluster.,Add monitoring and alerts,"cache,redis_cluster"
INC-1188,2026-01-26 15:00,Cache Stampede,Session Cache,Critical,Cache,Latency spike,cache miss storm,Hot key expiration,Enable locking,12,Resolved,Verified recovery for Session Cache.,Add monitoring and alerts,"cache,session_cache"
INC-1189,2026-04-24 14:00,Slow Queries,Inventory API,Medium,Database,High latency,query timeout,Missing indexes,Create indexes; optimize queries,15,Resolved,Verified recovery for Inventory API.,Add monitoring and alerts,"database,inventory_api"
INC-1190,2026-01-16 12:00,Gateway 502,Core Network,High,Network,502 Bad Gateway,upstream unavailable,Backend unavailable,Restart backend,10,Resolved,Verified recovery for Core Network.,Add monitoring and alerts,"network,core_network"
INC-1191,2026-06-19 06:00,Load Balancer Failure,API Gateway,Low,Network,Health checks failing,backend unhealthy,Application crash,Restart instances,5,Resolved,Verified recovery for API Gateway.,Add monitoring and alerts,"network,api_gateway"
INC-1192,2026-07-21 18:00,SSL Certificate Expired,Web Gateway,Medium,SSL,HTTPS unavailable,certificate expired,Missed renewal,Renew certificate,6,Resolved,Verified recovery for Web Gateway.,Add monitoring and alerts,"ssl,web_gateway"
INC-1193,2026-02-25 07:00,High CPU Usage,Analytics API,High,Performance,Slow responses,CPU above 95%,Infinite loop,Deploy hotfix,28,Resolved,Verified recovery for Analytics API.,Add monitoring and alerts,"performance,analytics_api"
INC-1194,2026-03-12 04:00,Cache Sync Failure,Redis,Medium,Cache,Stale cache,replication failed,Replica disconnected,Reconnect replica,21,Resolved,Verified recovery for Redis.,Add monitoring and alerts,"cache,redis"
INC-1195,2026-06-19 00:00,Authentication Failure,Auth Service,Medium,Authentication,Login failed,invalid token,Expired signing key,Rotate keys,4,Resolved,Verified recovery for Auth Service.,Add monitoring and alerts,"authentication,auth_service"
INC-1196,2026-03-24 00:00,SSL Certificate Expired,Ingress,Medium,SSL,HTTPS unavailable,certificate expired,Missed renewal,Renew certificate,12,Resolved,Verified recovery for Ingress.,Add monitoring and alerts,"ssl,ingress"
INC-1197,2026-05-15 03:00,Database Deadlock,User Service,Low,Database,Transactions stuck,deadlock detected,Conflicting transactions,Kill session; optimize queries,19,Resolved,Verified recovery for User Service.,Add monitoring and alerts,"database,user_service"
INC-1198,2026-06-01 03:00,Queue Overflow,Event Bus,Critical,Messaging,Queue delay,queue full,Producer burst,Increase consumers,20,Resolved,Verified recovery for Event Bus.,Add monitoring and alerts,"messaging,event_bus"
INC-1199,2026-07-06 21:00,Deployment Rollout Failure,Kubernetes,High,Deployment,New version unavailable,readiness probe failed,Faulty image,Rollback deployment,18,Resolved,Verified recovery for Kubernetes.,Add monitoring and alerts,"deployment,kubernetes"
INC-1200,2026-04-13 13:00,Connection Pool Exhaustion,User Service,Low,Database,HTTP 500; DB timeout,remaining connection slots are reserved,Connection pool exhausted,Restart workers; increase pool size,19,Resolved,Verified recovery for User Service.,Add monitoring and alerts,"database,user_service"
INC-1201,2026-03-24 19:00,Kafka Consumer Lag,Kafka,Medium,Messaging,Delayed processing,consumer lag,Insufficient consumers,Scale consumers,6,Resolved,Verified recovery for Kafka.,Add monitoring and alerts,"messaging,kafka"
INC-1202,2026-06-12 18:00,Cache Stampede,Session Cache,High,Cache,Latency spike,cache miss storm,Hot key expiration,Enable locking,16,Resolved,Verified recovery for Session Cache.,Add monitoring and alerts,"cache,session_cache"
INC-1203,2026-05-10 19:00,NTP Time Drift,Service Registry,Critical,Infrastructure,Token validation issue,clock skew,NTP stopped,Restart NTP,7,Resolved,Verified recovery for Service Registry.,Add monitoring and alerts,"infrastructure,service_registry"
INC-1204,2026-04-26 07:00,Packet Loss,DNS,Critical,Network,Intermittent connectivity,packet loss,Faulty switch,Replace switch,14,Resolved,Verified recovery for DNS.,Add monitoring and alerts,"network,dns"
INC-1205,2026-07-06 03:00,Queue Overflow,RabbitMQ,High,Messaging,Queue delay,queue full,Producer burst,Increase consumers,17,Resolved,Verified recovery for RabbitMQ.,Add monitoring and alerts,"messaging,rabbitmq"
INC-1206,2026-02-09 21:00,TLS Handshake Failure,Nginx,Critical,SSL,Secure connection failed,TLS handshake error,Cipher mismatch,Update TLS config,6,Resolved,Verified recovery for Nginx.,Add monitoring and alerts,"ssl,nginx"
INC-1207,2026-04-21 03:00,DNS Resolution Failure,API Gateway,High,Network,Service unreachable,NXDOMAIN,DNS misconfiguration,Fix DNS records,29,Resolved,Verified recovery for API Gateway.,Add monitoring and alerts,"network,api_gateway"
INC-1208,2026-05-31 17:00,Cache Sync Failure,Redis,High,Cache,Stale cache,replication failed,Replica disconnected,Reconnect replica,25,Resolved,Verified recovery for Redis.,Add monitoring and alerts,"cache,redis"
INC-1209,2026-06-20 13:00,Load Balancer Failure,Core Network,Low,Network,Health checks failing,backend unhealthy,Application crash,Restart instances,13,Resolved,Verified recovery for Core Network.,Add monitoring and alerts,"network,core_network"
INC-1210,2026-01-27 18:00,NTP Time Drift,Service Registry,Medium,Infrastructure,Token validation issue,clock skew,NTP stopped,Restart NTP,8,Resolved,Verified recovery for Service Registry.,Add monitoring and alerts,"infrastructure,service_registry"
INC-1211,2026-03-31 17:00,Kafka Consumer Lag,Kafka,High,Messaging,Delayed processing,consumer lag,Insufficient consumers,Scale consumers,7,Resolved,Verified recovery for Kafka.,Add monitoring and alerts,"messaging,kafka"
INC-1212,2026-07-26 13:00,Permission Error,Auth Service,Low,Authentication,403 responses,access denied,Incorrect role mapping,Update RBAC,23,Resolved,Verified recovery for Auth Service.,Add monitoring and alerts,"authentication,auth_service"
INC-1213,2026-03-11 22:00,Authentication Failure,Auth Service,High,Authentication,Login failed,invalid token,Expired signing key,Rotate keys,14,Resolved,Verified recovery for Auth Service.,Add monitoring and alerts,"authentication,auth_service"
INC-1214,2026-02-06 18:00,SSL Certificate Expired,Web Gateway,Critical,SSL,HTTPS unavailable,certificate expired,Missed renewal,Renew certificate,6,Resolved,Verified recovery for Web Gateway.,Add monitoring and alerts,"ssl,web_gateway"
INC-1215,2026-01-08 02:00,Cache Sync Failure,Session Cache,Medium,Cache,Stale cache,replication failed,Replica disconnected,Reconnect replica,16,Resolved,Verified recovery for Session Cache.,Add monitoring and alerts,"cache,session_cache"
INC-1216,2026-02-10 11:00,Storage Mount Failure,Object Storage,High,Storage,Volume unavailable,mount failed,Filesystem corruption,Remount volume,27,Resolved,Verified recovery for Object Storage.,Add monitoring and alerts,"storage,object_storage"
INC-1217,2026-02-09 05:00,SSL Certificate Expired,Web Gateway,Low,SSL,HTTPS unavailable,certificate expired,Missed renewal,Renew certificate,25,Resolved,Verified recovery for Web Gateway.,Add monitoring and alerts,"ssl,web_gateway"
INC-1218,2026-06-19 13:00,Gateway 502,DNS,Critical,Network,502 Bad Gateway,upstream unavailable,Backend unavailable,Restart backend,23,Resolved,Verified recovery for DNS.,Add monitoring and alerts,"network,dns"
INC-1219,2026-02-25 16:00,Queue Overflow,RabbitMQ,Low,Messaging,Queue delay,queue full,Producer burst,Increase consumers,15,Resolved,Verified recovery for RabbitMQ.,Add monitoring and alerts,"messaging,rabbitmq"
INC-1220,2026-06-23 21:00,Disk Full,Object Storage,Critical,Storage,Write failure,No space left,Logs filled disk,Rotate logs,20,Resolved,Verified recovery for Object Storage.,Add monitoring and alerts,"storage,object_storage"
INC-1221,2026-04-12 19:00,Authentication Failure,Auth Service,Low,Authentication,Login failed,invalid token,Expired signing key,Rotate keys,4,Resolved,Verified recovery for Auth Service.,Add monitoring and alerts,"authentication,auth_service"
INC-1222,2026-07-16 04:00,Image Pull Error,Kubernetes,High,Deployment,Pods pending,ImagePullBackOff,Registry unavailable,Fix image tag,13,Resolved,Verified recovery for Kubernetes.,Add monitoring and alerts,"deployment,kubernetes"
INC-1223,2026-05-08 23:00,SSL Certificate Expired,Web Gateway,Critical,SSL,HTTPS unavailable,certificate expired,Missed renewal,Renew certificate,9,Resolved,Verified recovery for Web Gateway.,Add monitoring and alerts,"ssl,web_gateway"
INC-1224,2026-06-30 07:00,Cache Stampede,Session Cache,High,Cache,Latency spike,cache miss storm,Hot key expiration,Enable locking,6,Resolved,Verified recovery for Session Cache.,Add monitoring and alerts,"cache,session_cache"
INC-1225,2026-01-05 14:00,Disk Full,Object Storage,Low,Storage,Write failure,No space left,Logs filled disk,Rotate logs,14,Resolved,Verified recovery for Object Storage.,Add monitoring and alerts,"storage,object_storage"
INC-1226,2026-04-14 22:00,NTP Time Drift,Config Server,Critical,Infrastructure,Token validation issue,clock skew,NTP stopped,Restart NTP,13,Resolved,Verified recovery for Config Server.,Add monitoring and alerts,"infrastructure,config_server"
INC-1227,2026-03-25 05:00,Load Balancer Failure,API Gateway,Critical,Network,Health checks failing,backend unhealthy,Application crash,Restart instances,30,Resolved,Verified recovery for API Gateway.,Add monitoring and alerts,"network,api_gateway"
INC-1228,2026-01-28 07:00,SSL Certificate Expired,Nginx,Critical,SSL,HTTPS unavailable,certificate expired,Missed renewal,Renew certificate,22,Resolved,Verified recovery for Nginx.,Add monitoring and alerts,"ssl,nginx"
INC-1229,2026-03-21 23:00,Disk Full,Object Storage,High,Storage,Write failure,No space left,Logs filled disk,Rotate logs,11,Resolved,Verified recovery for Object Storage.,Add monitoring and alerts,"storage,object_storage"
INC-1230,2026-05-11 20:00,SSL Certificate Expired,Web Gateway,Low,SSL,HTTPS unavailable,certificate expired,Missed renewal,Renew certificate,20,Resolved,Verified recovery for Web Gateway.,Add monitoring and alerts,"ssl,web_gateway"
INC-1231,2026-03-31 23:00,High CPU Usage,Search Service,Medium,Performance,Slow responses,CPU above 95%,Infinite loop,Deploy hotfix,11,Resolved,Verified recovery for Search Service.,Add monitoring and alerts,"performance,search_service"
INC-1232,2026-02-20 05:00,Packet Loss,Core Network,Medium,Network,Intermittent connectivity,packet loss,Faulty switch,Replace switch,28,Resolved,Verified recovery for Core Network.,Add monitoring and alerts,"network,core_network"
INC-1233,2026-04-29 18:00,Packet Loss,DNS,Critical,Network,Intermittent connectivity,packet loss,Faulty switch,Replace switch,25,Resolved,Verified recovery for DNS.,Add monitoring and alerts,"network,dns"
INC-1234,2026-03-22 04:00,NTP Time Drift,Config Server,Critical,Infrastructure,Token validation issue,clock skew,NTP stopped,Restart NTP,6,Resolved,Verified recovery for Config Server.,Add monitoring and alerts,"infrastructure,config_server"
INC-1235,2026-03-19 08:00,Queue Overflow,Event Bus,Low,Messaging,Queue delay,queue full,Producer burst,Increase consumers,15,Resolved,Verified recovery for Event Bus.,Add monitoring and alerts,"messaging,event_bus"
INC-1236,2026-04-29 14:00,High CPU Usage,Search Service,Low,Performance,Slow responses,CPU above 95%,Infinite loop,Deploy hotfix,5,Resolved,Verified recovery for Search Service.,Add monitoring and alerts,"performance,search_service"
INC-1237,2026-06-15 02:00,TLS Handshake Failure,Web Gateway,Critical,SSL,Secure connection failed,TLS handshake error,Cipher mismatch,Update TLS config,18,Resolved,Verified recovery for Web Gateway.,Add monitoring and alerts,"ssl,web_gateway"
INC-1238,2026-07-27 18:00,Service Discovery Failure,Service Registry,Medium,Infrastructure,Services not found,registry timeout,Registry overload,Restart registry,14,Resolved,Verified recovery for Service Registry.,Add monitoring and alerts,"infrastructure,service_registry"
INC-1239,2026-02-08 01:00,NTP Time Drift,Config Server,Critical,Infrastructure,Token validation issue,clock skew,NTP stopped,Restart NTP,7,Resolved,Verified recovery for Config Server.,Add monitoring and alerts,"infrastructure,config_server"
INC-1240,2026-06-15 05:00,SSL Certificate Expired,Ingress,Low,SSL,HTTPS unavailable,certificate expired,Missed renewal,Renew certificate,11,Resolved,Verified recovery for Ingress.,Add monitoring and alerts,"ssl,ingress"
INC-1241,2026-05-14 19:00,Queue Overflow,Event Bus,Medium,Messaging,Queue delay,queue full,Producer burst,Increase consumers,15,Resolved,Verified recovery for Event Bus.,Add monitoring and alerts,"messaging,event_bus"
INC-1242,2026-04-15 10:00,TLS Handshake Failure,Nginx,Low,SSL,Secure connection failed,TLS handshake error,Cipher mismatch,Update TLS config,29,Resolved,Verified recovery for Nginx.,Add monitoring and alerts,"ssl,nginx"
INC-1243,2026-01-25 17:00,SSL Certificate Expired,Nginx,Critical,SSL,HTTPS unavailable,certificate expired,Missed renewal,Renew certificate,13,Resolved,Verified recovery for Nginx.,Add monitoring and alerts,"ssl,nginx"
INC-1244,2026-06-04 04:00,Permission Error,SSO,High,Authentication,403 responses,access denied,Incorrect role mapping,Update RBAC,6,Resolved,Verified recovery for SSO.,Add monitoring and alerts,"authentication,sso"
INC-1245,2026-03-21 20:00,Service Discovery Failure,Service Registry,Critical,Infrastructure,Services not found,registry timeout,Registry overload,Restart registry,8,Resolved,Verified recovery for Service Registry.,Add monitoring and alerts,"infrastructure,service_registry"
INC-1246,2026-05-24 12:00,Service Discovery Failure,Service Registry,High,Infrastructure,Services not found,registry timeout,Registry overload,Restart registry,30,Resolved,Verified recovery for Service Registry.,Add monitoring and alerts,"infrastructure,service_registry"
INC-1247,2026-07-09 21:00,Cache Sync Failure,Session Cache,Low,Cache,Stale cache,replication failed,Replica disconnected,Reconnect replica,24,Resolved,Verified recovery for Session Cache.,Add monitoring and alerts,"cache,session_cache"
INC-1248,2026-04-03 09:00,Storage Mount Failure,Storage,Medium,Storage,Volume unavailable,mount failed,Filesystem corruption,Remount volume,10,Resolved,Verified recovery for Storage.,Add monitoring and alerts,"storage,storage"
INC-1249,2026-02-27 04:00,TLS Handshake Failure,Web Gateway,Medium,SSL,Secure connection failed,TLS handshake error,Cipher mismatch,Update TLS config,6,Resolved,Verified recovery for Web Gateway.,Add monitoring and alerts,"ssl,web_gateway"
INC-1250,2026-07-17 17:00,Authentication Failure,SSO,Low,Authentication,Login failed,invalid token,Expired signing key,Rotate keys,25,Resolved,Verified recovery for SSO.,Add monitoring and alerts,"authentication,sso"
